name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Mahindra Scorpio S3 9 Seater BSIV,2018,900000,60000,Diesel,Individual,Manual,First Owner,15.4,2523,75.0,200Nm@ 1400-2200rpm,7.0
Honda Amaze V Petrol BSIV,2018,600000,20000,Petrol,Individual,Manual,First Owner,19.5,1199,88.76,110Nm@ 4800rpm,5.0
Volkswagen Polo 2015-2019 1.0 MPI Comfortline,2018,565000,19000,Petrol,Individual,Manual,First Owner,18.78,999,75.0,95Nm@ 3000-4300rpm,5.0
Hyundai i20 1.2 Spotz,2018,610000,15000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5.0
Maruti Celerio X ZXI BSIV,2019,500000,11000,Petrol,Individual,Manual,First Owner,21.63,998,67.0,90Nm@ 3500rpm,5.0
Maruti Swift VXI 2018,2018,509999,70000,Petrol,Individual,Manual,Second Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
Hyundai Verna VTVT 1.6 SX,2018,950000,13887,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,151Nm@ 4850rpm,5.0
Tata Tigor 1.05 Revotorq XM,2018,500000,50000,Diesel,Individual,Manual,First Owner,24.7,1047,69.0,140Nm@ 1800-3000rpm,5.0
Hyundai EON Magna Plus,2018,325000,10000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5.0
Maruti Baleno Delta 1.2,2018,550000,10000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,115Nm@ 4000rpm,5.0
Maruti Ciaz 1.4 Alpha,2018,720000,25000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,130Nm@ 4000rpm,5.0
Hyundai Grand i10 1.2 Kappa Sportz Option,2018,500000,40000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5.0
Tata Nexon 1.5 Revotorq XZ Plus,2018,790000,60000,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,260Nm@ 1500-2750rpm,5.0
Mahindra XUV300 W6 Diesel BSIV,2019,950000,17000,Diesel,Individual,Manual,First Owner,20.0,1497,115.0,300Nm@ 1500-2500rpm,5.0
Hyundai i20 1.4 Magna AT,2018,700000,42000,Petrol,Individual,Automatic,First Owner,18.6,1368,98.63,132.3Nm@ 4000rpm,5.0
Maruti Dzire VXI,2020,580000,70000,Petrol,Individual,Manual,First Owner,23.26,1197,88.5,113nm@ 4400rpm,5.0
Hyundai Creta 1.6 SX Automatic,2018,1350000,5000,Petrol,Individual,Automatic,First Owner,14.8,1591,121.3,151NM@ 4850rpm,5.0
Skoda Rapid 1.6 MPI Ambition BSIV,2019,725000,25000,Petrol,Individual,Manual,First Owner,15.41,1598,103.2,153Nm@ 3750-3800rpm,5.0
Maruti Swift VXI,2018,550000,24400,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
Volkswagen Polo 2015-2019 1.2 MPI Highline Plus,2018,600000,15000,Petrol,Individual,Manual,First Owner,16.2,1199,74.0,110Nm@ 3000-4300rpm,5.0
Tata Nexon 1.2 Revotron XM,2018,575000,70000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,170Nm@ 1750-4000rpm,5.0
Mahindra Bolero 2011-2019 mHAWK D70 ZLX,2018,750000,70000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,195Nm@ 1400-2200rpm,7.0
Maruti Ignis 1.2 Zeta BSIV,2019,577000,3000,Petrol,Individual,Manual,First Owner,20.89,1197,81.8,113Nm@ 4200rpm,5.0
Honda Jazz VX CVT,2019,840000,1500,Petrol,Individual,Automatic,First Owner,18.2,1199,88.7,110Nm@ 4800rpm,5.0
Maruti Wagon R VXI 1.2,2019,490000,10000,Petrol,Individual,Manual,First Owner,20.52,1197,81.8,113Nm@ 4200rpm,5.0
Maruti Ertiga VXI Petrol,2018,700000,6200,Petrol,Individual,Manual,First Owner,19.34,1462,103.0,138Nm@ 4400rpm,7.0
Maruti Celerio X ZXI,2020,250000,120000,Petrol,Individual,Manual,Second Owner,21.63,998,67.0,90Nm@ 3500rpm,5.0
Hyundai Creta 1.4 E Plus,2018,946000,60000,Diesel,Individual,Manual,First Owner,22.1,1396,88.7,219.7Nm@ 1500-2750rpm,5.0
Tata Tiago 1.2 Revotron XZ,2019,459999,10000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114Nm@ 3500rpm,5.0
Maruti Swift Dzire VDI,2018,680000,70000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5.0
Maruti Swift ZXI Plus,2018,720000,20000,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
Ford Freestyle Titanium Diesel BSIV,2019,725000,17000,Diesel,Individual,Manual,First Owner,24.4,1498,98.63,215Nm@ 1750-3000rpm,5.0
Maruti Swift VXI,2019,610000,5000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0
Ford EcoSport 1.5 TDCi Titanium BE BSIV,2018,925000,33360,Diesel,Dealer,Manual,First Owner,22.77,1498,98.59,205Nm@ 1750-3250rpm,5.0
Nissan Kicks XL BSIV,2019,860000,14317,Petrol,Dealer,Manual,First Owner,14.23,1498,104.55,142Nm@ 4000rpm,5.0
Ford Freestyle Trend Diesel,2018,650000,20706,Diesel,Dealer,Manual,First Owner,23.8,1499,98.63,215Nm@ 1750-2500rpm,5.0
Maruti Ertiga SHVS VDI,2018,955000,40000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,200Nm@ 1750rpm,7.0
Mahindra Scorpio S7 120,2018,1325000,22053,Diesel,Individual,Manual,First Owner,16.36,2179,120.0,280Nm@ 1800-2800rpm,7.0
Ford Aspire Trend Diesel BSIV,2018,530000,80000,Diesel,Individual,Manual,First Owner,26.1,1498,99.23,215Nm@ 1750-3000rpm,5.0
Tata Bolt Quadrajet XE,2019,660000,35000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,190Nm@ 1750-3000rpm,5.0
Hyundai i20 1.2 Asta Dual Tone,2018,740000,8000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5.0
Datsun RediGO 1.0 T Option,2019,390000,10000,Petrol,Individual,Manual,First Owner,22.5,999,67.0,91Nm@ 4250rpm,5.0
Tata Tiago 1.2 Revotron XM,2018,490000,25000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114Nm@ 3500rpm,5.0
Tata Tiago 1.2 Revotron XM,2018,390000,25000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114Nm@ 3500rpm,5.0
Maruti Swift VXI,2019,630000,4000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0
Tata Nexon 1.2 Revotron XZA Plus,2020,950000,5000,Petrol,Individual,Automatic,First Owner,17.0,1198,108.5,170Nm@ 1750-4000rpm,5.0
Tata Safari Storme VX Varicor 400,2019,1250000,100000,Diesel,Individual,Manual,First Owner,14.1,2179,153.86,400Nm@ 1750-2500rpm,7.0
Hyundai i20 1.2 Magna Executive,2018,555000,25000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5.0
Hyundai i20 1.2 Asta Dual Tone,2018,600000,40000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5.0
Maruti Alto K10 VXI Optional,2019,399000,10000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,90Nm@ 3500rpm,5.0
Maruti Wagon R LXI CNG,2018,390000,40000,CNG,Individual,Manual,First Owner,26.6,998,58.16,77Nm@ 3500rpm,5.0
Renault KWID Climber 1.0 MT,2018,380000,5000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,91Nm@ 4250rpm,5.0
Maruti Eeco CNG 5 Seater AC BSIV,2019,362000,120000,CNG,Individual,Manual,Second Owner,21.94,1196,61.7,85Nm@ 3000rpm,5.0
Maruti Wagon R LXI CNG,2018,459999,70000,CNG,Individual,Manual,First Owner,26.6,998,58.16,77Nm@ 3500rpm,5.0
Hyundai Santro Magna AMT BSIV,2019,499000,5000,Petrol,Individual,Automatic,First Owner,20.3,1086,68.0,99Nm@ 4500rpm,5.0
Maruti Eeco 7 Seater Standard BSIV,2018,358000,44000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,101Nm@ 3000rpm,7.0
Honda City VX CVT,2019,1300000,20000,Petrol,Individual,Automatic,First Owner,17.4,1497,117.6,145Nm@ 4600rpm,5.0
Honda Amaze VX i-DTEC,2018,825000,40000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,200Nm@ 1750rpm,5.0
Hyundai Santro Sportz BSIV,2018,490000,7000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,99Nm@ 4500rpm,5.0
Mahindra XUV500 W4,2018,1050000,15000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330Nm@ 1600-2800rpm,7.0
Renault KWID RXL,2019,380000,15000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5.0
Mahindra Bolero Power Plus ZLX,2019,740000,14000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,195Nm@ 1400-2200rpm,7.0
Maruti Swift Dzire VXI 1.2 BS IV,2018,650000,35000,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
Maruti Alto K10 VXI AGS,2019,380000,14000,Petrol,Individual,Automatic,First Owner,23.95,998,67.05,90Nm@ 3500rpm,5.0
Hyundai Verna VTVT 1.6 AT SX Option,2019,1270000,20000,Petrol,Individual,Automatic,First Owner,17.0,1591,121.3,151Nm@ 4850rpm,5.0
Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018,650000,53000,Diesel,Individual,Manual,First Owner,20.14,1498,88.0,230Nm@ 1500-2500rpm,5.0
Honda City i-DTEC VX,2018,1031000,60000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,200Nm@ 1750rpm,5.0
Hyundai EON 1.0 Era Plus,2018,330000,70000,Petrol,Individual,Manual,First Owner,20.3,998,68.05,94.14Nm@ 3500rpm,5.0
Hyundai Santro Era,2019,399000,4000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,99Nm@ 4500rpm,5.0
Mahindra XUV500 W9 BSIV,2019,1575000,18000,Diesel,Individual,Manual,First Owner,15.1,2179,152.87,360Nm@ 1750-2800rpm,7.0
Toyota Innova Crysta 2.7 GX AT 8 STR,2020,1500000,40000,Petrol,Individual,Automatic,First Owner,10.75,2694,163.7,245Nm@ 4000rpm,8.0
Maruti Baleno Delta 1.2,2018,550000,30000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,115Nm@ 4000rpm,5.0
Force One SX ABS 7 Seating,2018,1050000,13000,Diesel,Individual,Manual,First Owner,17.0,2200,139.01,321Nm@ 1600-2400rpm,7.0
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202Nm@ 3600-5200rpm,5.0
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400Nm,5.0
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190Nm@ 2000rpm,5.0
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110Nm@ 4800rpm,5.0
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350Nm@ 1500-2750rpm,5.0
Maruti Swift AMT VXI,2018,500000,40000,Petrol,Individual,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
Renault KWID RXL,2018,340000,20000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5.0
Hyundai Grand i10 Sportz,2020,330000,70000,Petrol,Individual,Manual,Second Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5.0
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202Nm@ 3600-5200rpm,5.0
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400Nm,5.0
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190Nm@ 2000rpm,5.0
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110Nm@ 4800rpm,5.0
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350Nm@ 1500-2750rpm,5.0
Hyundai Creta 1.4 CRDi S,2019,1050000,27000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,219.7Nm@ 1500-2750rpm,5.0
Maruti Eeco 5 Seater AC BSIV,2020,415000,15000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,101Nm@ 3000rpm,5.0
Maruti Swift Dzire VDI,2018,680000,120000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5.0
Maruti Ciaz 1.4 Alpha,2018,764000,25000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,130Nm@ 4000rpm,5.0
Mahindra Bolero 2011-2019 SLE,2019,710000,30000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7.0
Maruti Baleno Alpha,2019,760000,3000,Petrol,Individual,Manual,First Owner,21.01,1197,81.8,113Nm@ 4200rpm,5.0
Volkswagen Polo 2015-2019 1.0 MPI Trendline,2019,570000,5000,Petrol,Individual,Manual,First Owner,18.78,999,75.0,95Nm@ 3000-4300rpm,5.0
Maruti Baleno Alpha 1.2,2018,700000,13000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,115Nm@ 4000rpm,5.0
Maruti Dzire LXI,2020,550000,15000,Petrol,Individual,Manual,First Owner,23.26,1197,88.5,113nm@ 4400rpm,5.0
Honda Amaze VX Diesel BSIV,2018,670000,93000,Diesel,Individual,Manual,First Owner,27.4,1498,98.63,200Nm@ 1750rpm,5.0
Maruti Vitara Brezza VDi AMT,2019,860000,6500,Diesel,Individual,Automatic,First Owner,24.3,1248,88.5,200Nm@ 1750rpm,5.0
Maruti Baleno Delta 1.3,2018,600000,60000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,190Nm@ 2000rpm,5.0
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2019,900000,60000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,200Nm@ 1750rpm,5.0
Maruti Wagon R LXI CNG,2018,450000,50000,CNG,Individual,Manual,First Owner,26.6,998,58.16,77Nm@ 3500rpm,5.0
Hyundai Grand i10 1.2 Kappa Sportz Option,2018,520000,6000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5.0
Maruti Omni E MPI STD BS IV,2018,200000,25000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,59Nm@ 2500rpm,8.0
Honda Amaze S Option i-DTEC,2018,560000,50000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,200Nm@ 1750rpm,5.0
Maruti Ignis 1.2 Zeta BSIV,2018,575000,10000,Petrol,Individual,Manual,First Owner,20.89,1197,81.8,113Nm@ 4200rpm,5.0
Maruti Vitara Brezza ZDi,2018,875000,50000,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,200Nm@ 1750rpm,5.0
BMW X1 sDrive 20d Sportline,2018,2850000,27000,Diesel,Dealer,Automatic,First Owner,17.05,1995,184.0,380Nm@ 1750-2750rpm,5.0
Audi Q3 35 TDI Quattro Premium Plus,2018,2800000,26000,Diesel,Dealer,Automatic,First Owner,15.73,1968,174.33,380Nm@ 1750-2500rpm,5.0
BMW 5 Series 520d Sport Line,2018,3900000,17100,Diesel,Dealer,Automatic,First Owner,22.48,1995,187.74,400Nm@ 1750-2500rpm,5.0
Jeep Compass 1.4 Limited,2019,1450000,22000,Petrol,Dealer,Automatic,First Owner,16.0,1368,160.0,250Nm@ 1750-2500rpm,5.0
Maruti Celerio VXi AMT,2019,470000,9000,Petrol,Dealer,Automatic,First Owner,21.63,998,67.04,90Nm@ 3500rpm,5.0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,500000,120000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5.0
Maruti Alto 800 LXI,2018,308000,15000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69Nm@ 3500rpm,5.0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,570000,13000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5.0
Maruti Swift Dzire AMT VXI,2018,680000,28000,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0
Toyota Fortuner 2.8 2WD MT BSIV,2018,2900000,46000,Diesel,Individual,Manual,First Owner,14.24,2755,174.5,420Nm@ 1400-2600rpm,7.0
Hyundai Grand i10 1.2 CRDi Asta,2018,650000,50000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,190.24nm@ 1750-2250rpm,5.0
Tata Tigor 1.2 Revotron XT,2018,450000,75000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,114Nm@ 3500rpm,5.0
Hyundai Verna CRDi 1.4 EX,2019,960000,20000,Diesel,Individual,Manual,First Owner,24.0,1396,88.76,219.66NM@ 1500-2750rpm,5.0
Maruti Vitara Brezza VDi,2018,750000,5000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200Nm@ 1750rpm,5.0
Hyundai i20 1.2 Spotz,2018,570000,25000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5.0
Mahindra XUV500 W11 Option BSIV,2018,1700000,15000,Diesel,Individual,Manual,First Owner,15.1,2179,152.87,360Nm@ 1750-2800rpm,7.0
Ford Figo Aspire 1.5 TDCi Trend,2018,640000,82000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,215Nm@ 1750-3000rpm,5.0
Maruti Swift Dzire Tour LDI,2018,580000,120000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190Nm@ 2000rpm,5.0
Maruti Baleno Zeta Automatic,2019,660000,10000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,115Nm@ 4000rpm,5.0
Maruti Swift LXI,2019,509999,10000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0
Maruti Alto K10 VXI,2018,375000,11500,Petrol,Individual,Manual,First Owner,23.95,998,67.05,90Nm@ 3500rpm,5.0
Hyundai Creta 1.4 E Plus,2019,950000,15000,Diesel,Individual,Manual,First Owner,22.1,1396,88.7,219.7Nm@ 1500-2750rpm,5.0
BMW X7 xDrive 30d DPE,2020,7200000,5000,Diesel,Individual,Automatic,First Owner,13.38,2993,265.0,620Nm@ 1500-2500rpm,7.0
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2019,930000,15000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,200Nm@ 1750rpm,5.0
Tata Tiago 1.2 Revotron XT,2018,409999,35000,Petrol,Individual,Manual,Second Owner,23.84,1199,84.0,114Nm@ 3500rpm,5.0
Maruti Vitara Brezza ZDi Plus,2019,980000,50000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200Nm@ 1750rpm,5.0
Honda Jazz VX CVT,2019,750000,3100,Petrol,Individual,Automatic,First Owner,18.2,1199,88.7,110Nm@ 4800rpm,5.0
Hyundai Grand i10 1.2 Kappa Asta,2018,580000,25000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5.0
Maruti Swift AMT VXI,2020,654000,1000,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0
Skoda Rapid 1.6 MPI AT Ambition BSIV,2019,835000,10000,Petrol,Individual,Automatic,First Owner,14.84,1598,103.2,153Nm@ 3750-3800rpm,5.0
Maruti Swift VXI,2019,600000,18000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0
Renault KWID 1.0 RXL,2018,275000,20000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,91Nm@ 4250rpm,5.0
Mahindra XUV500 W5 BSIV,2018,1200000,25000,Diesel,Individual,Manual,First Owner,15.1,2179,152.87,360Nm@ 1750-2800rpm,7.0
Maruti Swift VXI,2019,550000,11500,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0
Tata Tiago 1.2 Revotron XT,2019,409999,25000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114Nm@ 3500rpm,5.0
Tata Tiago 1.2 Revotron XT,2018,438999,25000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114Nm@ 3500rpm,5.0
Renault KWID RXL,2019,310000,25000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5.0
Hyundai Grand i10 1.2 Kappa Magna AT,2019,550000,28000,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5.0
Hyundai Santro Era,2019,420000,20000,Petrol,Individual,Manual,Second Owner,20.3,1086,68.0,99Nm@ 4500rpm,5.0
Maruti Swift ZDI Plus,2018,700000,60000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,190Nm@ 2000rpm,5.0
Maruti Swift Dzire ZDI,2018,740000,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5.0
Datsun RediGO 1.0 S,2018,300000,19000,Petrol,Individual,Manual,First Owner,22.5,999,67.0,91Nm@ 4250rpm,5.0
Renault Triber RXZ BSIV,2019,650000,5000,Petrol,Individual,Manual,First Owner,20.0,999,72.0,96Nm@ 3500rpm,7.0
Maruti Vitara Brezza ZDi AMT,2018,911999,25000,Diesel,Individual,Automatic,First Owner,24.3,1248,88.5,200Nm@ 1750rpm,5.0
Maruti Swift Dzire VXI 1.2,2018,650000,15000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0
Hyundai Verna CRDi 1.6 SX Option,2019,1200000,40000,Diesel,Individual,Manual,First Owner,22.0,1582,126.2,259.87nm@ 1500-3000rpm,5.0
Hyundai Elite i20 Sportz Plus BSIV,2019,693000,4000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,117nm@ 4000rpm,5.0
Maruti Swift VXI,2018,560000,25000,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202Nm@ 3600-5200rpm,5.0
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400Nm,5.0
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190Nm@ 2000rpm,5.0
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110Nm@ 4800rpm,5.0
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350Nm@ 1500-2750rpm,5.0
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190Nm@ 2000rpm,5.0
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
Hyundai Creta 1.6 SX Option,2019,1150000,31000,Petrol,Dealer,Manual,First Owner,15.8,1591,121.3,151Nm@ 4850rpm,5.0
Hyundai i20 1.2 Magna Executive,2018,650000,62841,Petrol,Trustmark Dealer,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5.0
Maruti Swift Dzire AMT ZDI Plus,2018,698000,27654,Diesel,Dealer,Automatic,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5.0
Maruti Wagon R VXI AMT 1.2,2018,445000,32995,Petrol,Dealer,Automatic,First Owner,20.52,1197,81.8,113Nm@ 4200rpm,5.0
Tata Zest Quadrajet 1.3 75PS XM,2018,539000,60000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,190Nm@ 1750-3000rpm,5.0
Toyota Platinum Etios 1.4 GXD,2018,730000,90000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,170Nm@ 1800-2400rpm,5.0
Maruti Swift Dzire LXI,2018,611000,9000,Petrol,Dealer,Manual,First Owner,19.1,1197,85.8,114Nm@ 4000rpm,5.0
Maruti Swift LXi BSIV,2018,490000,28000,Petrol,Dealer,Manual,First Owner,16.1,1197,85.0,"113Nm@ 4,500rpm",5.0
Tata Zest Revotron 1.2 XT,2020,500000,40000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,140Nm@ 1500-4000rpm,5.0
Tata Zest Revotron 1.2 XT,2020,500000,40000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,140Nm@ 1500-4000rpm,5.0
Ford Aspire Titanium BSIV,2019,675000,7000,Petrol,Individual,Manual,First Owner,19.4,1194,94.93,120Nm@ 4250rpm,5.0
Mahindra XUV500 W9 2WD,2018,1350000,40000,Diesel,Individual,Manual,First Owner,16.0,2179,138.0,330Nm@ 1600-2800rpm,7.0
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018,570000,20000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5.0
